ResponseId_id,dimension_id,dimension,construct_id,construct,score,industry_synthetic,country_synthetic,continent_synthetic,role_synthetic
MAR_CAP_0724,6,Innovation Capability,3,Prototyping Capability,3.0,Technology,Germany,North America,Leadership
MAR_CAP_0725,6,Innovation Capability,3,Prototyping Capability,2.4,Financial Services,United Kingdom,Asia,Leadership
MAR_CAP_0726,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,France,Europe,IT & Data
MAR_CAP_0727,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,United Kingdom,Africa,Leadership
MAR_CAP_0728,6,Innovation Capability,3,Prototyping Capability,3.9,Financial Services,Germany,Europe,Staff
MAR_CAP_0729,6,Innovation Capability,3,Prototyping Capability,3.8,Manufacturing,Germany,North America,Staff
MAR_CAP_0730,6,Innovation Capability,3,Prototyping Capability,3.9,Technology,United States,Asia,Leadership
MAR_CAP_0731,6,Innovation Capability,3,Prototyping Capability,2.7,Retail,Germany,Asia,Staff
MAR_CAP_0732,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,Germany,North America,IT & Data
MAR_CAP_0733,6,Innovation Capability,3,Prototyping Capability,3.0,Retail,France,Africa,Staff
MAR_CAP_0734,6,Innovation Capability,3,Prototyping Capability,2.5,Healthcare,United States,Asia,Leadership
MAR_CAP_0735,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,France,North America,Staff
MAR_CAP_0736,6,Innovation Capability,3,Prototyping Capability,3.5,Healthcare,United Kingdom,Africa,Management
MAR_CAP_0737,6,Innovation Capability,3,Prototyping Capability,3.1,Manufacturing,Canada,Asia,Staff
MAR_CAP_0738,6,Innovation Capability,3,Prototyping Capability,2.9,Healthcare,United Kingdom,North America,Leadership
MAR_CAP_0739,6,Innovation Capability,3,Prototyping Capability,3.1,Manufacturing,Australia,Africa,IT & Data
MAR_CAP_0740,6,Innovation Capability,3,Prototyping Capability,2.6,Healthcare,Australia,Asia,IT & Data
MAR_CAP_0741,6,Innovation Capability,3,Prototyping Capability,3.5,Retail,Canada,Africa,Staff
MAR_CAP_0742,6,Innovation Capability,3,Prototyping Capability,3.8,Manufacturing,Australia,North America,Leadership
MAR_CAP_0743,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,Germany,Europe,Leadership
MAR_CAP_0744,6,Innovation Capability,3,Prototyping Capability,3.0,Retail,United Kingdom,Asia,IT & Data
MAR_CAP_0745,6,Innovation Capability,3,Prototyping Capability,3.1,Healthcare,France,Europe,Staff
MAR_CAP_0746,6,Innovation Capability,3,Prototyping Capability,3.2,Technology,United States,North America,Staff
MAR_CAP_0747,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,Germany,Africa,Staff
MAR_CAP_0748,6,Innovation Capability,3,Prototyping Capability,3.8,Technology,Germany,North America,Leadership
MAR_CAP_0749,6,Innovation Capability,3,Prototyping Capability,3.4,Retail,Germany,Africa,Management
MAR_CAP_0750,6,Innovation Capability,3,Prototyping Capability,2.9,Financial Services,United States,Africa,Leadership
MAR_CAP_0751,6,Innovation Capability,3,Prototyping Capability,3.0,Retail,Germany,Europe,IT & Data
MAR_CAP_0752,6,Innovation Capability,3,Prototyping Capability,3.7,Financial Services,France,North America,Leadership
MAR_CAP_0753,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,Canada,Africa,Leadership
MAR_CAP_0754,6,Innovation Capability,3,Prototyping Capability,2.8,Technology,United States,Africa,Management
MAR_CAP_0755,6,Innovation Capability,3,Prototyping Capability,4.1,Healthcare,France,Europe,Management
MAR_CAP_0756,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,United Kingdom,Europe,Management
MAR_CAP_0757,6,Innovation Capability,3,Prototyping Capability,3.2,Manufacturing,United Kingdom,Africa,Leadership
MAR_CAP_0758,6,Innovation Capability,3,Prototyping Capability,3.7,Healthcare,United Kingdom,Africa,Staff
MAR_CAP_0759,6,Innovation Capability,3,Prototyping Capability,3.0,Manufacturing,Germany,Asia,IT & Data
MAR_CAP_0760,6,Innovation Capability,3,Prototyping Capability,4.1,Financial Services,Canada,Africa,IT & Data
MAR_CAP_0761,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,Germany,Africa,Staff
MAR_CAP_0762,6,Innovation Capability,3,Prototyping Capability,3.9,Retail,United States,Europe,IT & Data
MAR_CAP_0763,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,Canada,Asia,IT & Data
MAR_CAP_0764,6,Innovation Capability,3,Prototyping Capability,2.3,Financial Services,Canada,Europe,Staff
MAR_CAP_0765,6,Innovation Capability,3,Prototyping Capability,3.3,Manufacturing,United Kingdom,North America,Staff
MAR_CAP_0766,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,Canada,North America,Staff
MAR_CAP_0767,6,Innovation Capability,3,Prototyping Capability,3.3,Manufacturing,Australia,North America,Staff
MAR_CAP_0768,6,Innovation Capability,3,Prototyping Capability,4.5,Technology,Canada,Africa,IT & Data
MAR_CAP_0769,6,Innovation Capability,3,Prototyping Capability,3.8,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0770,6,Innovation Capability,3,Prototyping Capability,3.5,Technology,France,Asia,Staff
MAR_CAP_0771,6,Innovation Capability,3,Prototyping Capability,3.0,Healthcare,France,North America,Management
MAR_CAP_0772,6,Innovation Capability,3,Prototyping Capability,3.7,Healthcare,France,Europe,Management
MAR_CAP_0773,6,Innovation Capability,3,Prototyping Capability,3.4,Retail,Australia,Africa,IT & Data
MAR_CAP_0774,6,Innovation Capability,3,Prototyping Capability,4.1,Healthcare,Canada,North America,Leadership
MAR_CAP_0775,6,Innovation Capability,3,Prototyping Capability,3.7,Retail,United States,Africa,IT & Data
MAR_CAP_0776,6,Innovation Capability,3,Prototyping Capability,3.7,Manufacturing,Germany,Asia,Leadership
MAR_CAP_0777,6,Innovation Capability,3,Prototyping Capability,3.0,Financial Services,France,Africa,Staff
MAR_CAP_0778,6,Innovation Capability,3,Prototyping Capability,3.0,Manufacturing,Canada,North America,Staff
MAR_CAP_0779,6,Innovation Capability,3,Prototyping Capability,3.5,Healthcare,United States,North America,Staff
MAR_CAP_0780,6,Innovation Capability,3,Prototyping Capability,3.5,Technology,United Kingdom,Africa,Leadership
MAR_CAP_0781,6,Innovation Capability,3,Prototyping Capability,3.1,Retail,United States,Africa,Leadership
MAR_CAP_0782,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,Germany,Asia,Leadership
MAR_CAP_0783,6,Innovation Capability,3,Prototyping Capability,3.7,Retail,France,Europe,IT & Data
MAR_CAP_0784,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,France,Europe,Management
MAR_CAP_0785,6,Innovation Capability,3,Prototyping Capability,2.1,Retail,United Kingdom,Europe,Leadership
MAR_CAP_0786,6,Innovation Capability,3,Prototyping Capability,2.4,Retail,Australia,North America,Staff
MAR_CAP_0787,6,Innovation Capability,3,Prototyping Capability,4.5,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0788,6,Innovation Capability,3,Prototyping Capability,3.3,Technology,United States,Asia,Management
MAR_CAP_0789,6,Innovation Capability,3,Prototyping Capability,2.9,Healthcare,Australia,Asia,Leadership
MAR_CAP_0790,6,Innovation Capability,3,Prototyping Capability,3.3,Manufacturing,Canada,Europe,Leadership
MAR_CAP_0791,6,Innovation Capability,3,Prototyping Capability,3.9,Retail,Australia,North America,IT & Data
MAR_CAP_0792,6,Innovation Capability,3,Prototyping Capability,3.3,Technology,United States,North America,Leadership
MAR_CAP_0793,6,Innovation Capability,3,Prototyping Capability,3.9,Technology,Germany,North America,IT & Data
MAR_CAP_0794,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,Germany,Asia,Leadership
MAR_CAP_0795,6,Innovation Capability,3,Prototyping Capability,4.3,Financial Services,United States,Africa,Staff
MAR_CAP_0796,6,Innovation Capability,3,Prototyping Capability,4.1,Technology,Germany,Europe,IT & Data
MAR_CAP_0797,6,Innovation Capability,3,Prototyping Capability,2.6,Technology,Canada,North America,Staff
MAR_CAP_0798,6,Innovation Capability,3,Prototyping Capability,2.4,Retail,United Kingdom,Asia,Leadership
MAR_CAP_0799,6,Innovation Capability,3,Prototyping Capability,3.2,Manufacturing,United States,North America,Leadership
MAR_CAP_0800,6,Innovation Capability,3,Prototyping Capability,2.7,Technology,United States,Asia,Leadership
MAR_CAP_0801,6,Innovation Capability,3,Prototyping Capability,3.0,Technology,United Kingdom,Asia,IT & Data
MAR_CAP_0802,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,United States,Europe,IT & Data
MAR_CAP_0803,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,United Kingdom,North America,Staff
MAR_CAP_0804,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,United Kingdom,Asia,IT & Data
MAR_CAP_0805,6,Innovation Capability,3,Prototyping Capability,3.0,Manufacturing,United States,Asia,IT & Data
MAR_CAP_0806,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,Australia,North America,Management
MAR_CAP_0807,6,Innovation Capability,3,Prototyping Capability,3.6,Manufacturing,Germany,Asia,Staff
MAR_CAP_0808,6,Innovation Capability,3,Prototyping Capability,3.8,Retail,Australia,North America,IT & Data
MAR_CAP_0809,6,Innovation Capability,3,Prototyping Capability,2.7,Healthcare,United States,Africa,Management
MAR_CAP_0810,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,Canada,Europe,Management
MAR_CAP_0811,6,Innovation Capability,3,Prototyping Capability,2.9,Technology,Canada,Asia,Leadership
MAR_CAP_0812,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,France,Africa,Leadership
MAR_CAP_0813,6,Innovation Capability,3,Prototyping Capability,4.2,Manufacturing,France,North America,Staff
MAR_CAP_0814,6,Innovation Capability,3,Prototyping Capability,2.9,Manufacturing,Germany,Africa,Staff
MAR_CAP_0815,6,Innovation Capability,3,Prototyping Capability,2.8,Healthcare,France,Africa,Management
MAR_CAP_0816,6,Innovation Capability,3,Prototyping Capability,2.5,Retail,United States,Asia,Management
MAR_CAP_0817,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,United Kingdom,Asia,IT & Data
MAR_CAP_0818,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,United States,North America,Leadership
MAR_CAP_0819,6,Innovation Capability,3,Prototyping Capability,2.7,Financial Services,Canada,Europe,IT & Data
MAR_CAP_0820,6,Innovation Capability,3,Prototyping Capability,3.9,Technology,France,Asia,Leadership
MAR_CAP_0821,6,Innovation Capability,3,Prototyping Capability,4.3,Retail,Germany,North America,Leadership
MAR_CAP_0822,6,Innovation Capability,3,Prototyping Capability,3.6,Manufacturing,France,Europe,Management
MAR_CAP_0823,6,Innovation Capability,3,Prototyping Capability,4.4,Financial Services,United Kingdom,Asia,Leadership
MAR_CAP_0824,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,France,Africa,Staff
MAR_CAP_0825,6,Innovation Capability,3,Prototyping Capability,3.2,Retail,Australia,Africa,Leadership
MAR_CAP_0826,6,Innovation Capability,3,Prototyping Capability,3.5,Technology,France,Africa,Management
MAR_CAP_0827,6,Innovation Capability,3,Prototyping Capability,2.6,Manufacturing,United Kingdom,Asia,Staff
MAR_CAP_0828,6,Innovation Capability,3,Prototyping Capability,2.9,Retail,Canada,Asia,Management
MAR_CAP_0829,6,Innovation Capability,3,Prototyping Capability,3.8,Financial Services,Canada,Asia,IT & Data
MAR_CAP_0830,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,Australia,Asia,Staff
MAR_CAP_0831,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,United States,North America,Management
MAR_CAP_0832,6,Innovation Capability,3,Prototyping Capability,3.7,Technology,Germany,Asia,IT & Data
MAR_CAP_0833,6,Innovation Capability,3,Prototyping Capability,2.8,Healthcare,France,Asia,IT & Data
MAR_CAP_0834,6,Innovation Capability,3,Prototyping Capability,2.9,Financial Services,France,North America,Leadership
MAR_CAP_0835,6,Innovation Capability,3,Prototyping Capability,2.8,Manufacturing,United States,Africa,Leadership
MAR_CAP_0836,6,Innovation Capability,3,Prototyping Capability,3.3,Healthcare,United States,Europe,Staff
MAR_CAP_0837,6,Innovation Capability,3,Prototyping Capability,3.3,Healthcare,France,Asia,Staff
MAR_CAP_0838,6,Innovation Capability,3,Prototyping Capability,3.6,Technology,France,Europe,Management
MAR_CAP_0839,6,Innovation Capability,3,Prototyping Capability,4.6,Retail,United Kingdom,Asia,Management
MAR_CAP_0840,6,Innovation Capability,3,Prototyping Capability,4.8,Technology,France,Europe,IT & Data
MAR_CAP_0841,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,Canada,North America,Leadership
MAR_CAP_0842,6,Innovation Capability,3,Prototyping Capability,3.0,Technology,Canada,Europe,Staff
MAR_CAP_0843,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,Australia,Africa,Staff
MAR_CAP_0844,6,Innovation Capability,3,Prototyping Capability,2.7,Manufacturing,Australia,North America,Management
MAR_CAP_0845,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,Australia,North America,Staff
MAR_CAP_0846,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,Australia,North America,IT & Data
MAR_CAP_0847,6,Innovation Capability,3,Prototyping Capability,3.8,Financial Services,Germany,Africa,Management
MAR_CAP_0848,6,Innovation Capability,3,Prototyping Capability,3.7,Retail,Australia,Asia,Leadership
MAR_CAP_0849,6,Innovation Capability,3,Prototyping Capability,3.4,Technology,France,Europe,Staff
MAR_CAP_0850,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,United Kingdom,North America,IT & Data
MAR_CAP_0851,6,Innovation Capability,3,Prototyping Capability,3.6,Manufacturing,United States,Asia,IT & Data
MAR_CAP_0852,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,Canada,Africa,Leadership
MAR_CAP_0853,6,Innovation Capability,3,Prototyping Capability,2.8,Retail,France,Europe,Leadership
MAR_CAP_0854,6,Innovation Capability,3,Prototyping Capability,3.4,Technology,Germany,North America,IT & Data
MAR_CAP_0855,6,Innovation Capability,3,Prototyping Capability,2.9,Manufacturing,Canada,Europe,IT & Data
MAR_CAP_0856,6,Innovation Capability,3,Prototyping Capability,2.5,Retail,Australia,Europe,Management
MAR_CAP_0857,6,Innovation Capability,3,Prototyping Capability,3.0,Retail,Canada,Asia,IT & Data
MAR_CAP_0858,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,United Kingdom,Asia,IT & Data
MAR_CAP_0859,6,Innovation Capability,3,Prototyping Capability,3.8,Technology,Germany,North America,IT & Data
MAR_CAP_0860,6,Innovation Capability,3,Prototyping Capability,3.6,Technology,United Kingdom,North America,Leadership
MAR_CAP_0861,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,United States,North America,Leadership
MAR_CAP_0862,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,France,Asia,Management
MAR_CAP_0863,6,Innovation Capability,3,Prototyping Capability,3.8,Retail,France,Asia,Leadership
MAR_CAP_0864,6,Innovation Capability,3,Prototyping Capability,2.6,Manufacturing,United Kingdom,Asia,Staff
MAR_CAP_0865,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,Germany,Europe,Staff
MAR_CAP_0866,6,Innovation Capability,3,Prototyping Capability,2.9,Technology,France,Africa,IT & Data
MAR_CAP_0867,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,Germany,Asia,Staff
MAR_CAP_0868,6,Innovation Capability,3,Prototyping Capability,2.4,Manufacturing,Canada,Africa,IT & Data
MAR_CAP_0869,6,Innovation Capability,3,Prototyping Capability,3.5,Financial Services,Australia,Asia,IT & Data
MAR_CAP_0870,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,Australia,Europe,Staff
MAR_CAP_0871,6,Innovation Capability,3,Prototyping Capability,3.0,Manufacturing,Canada,Africa,IT & Data
MAR_CAP_0872,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,United Kingdom,North America,Staff
MAR_CAP_0873,6,Innovation Capability,3,Prototyping Capability,3.0,Financial Services,United Kingdom,Asia,Staff
MAR_CAP_0874,6,Innovation Capability,3,Prototyping Capability,2.8,Retail,United Kingdom,Europe,Staff
MAR_CAP_0875,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,Australia,Africa,IT & Data
MAR_CAP_0876,6,Innovation Capability,3,Prototyping Capability,3.2,Retail,Germany,Europe,Staff
MAR_CAP_0877,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,United Kingdom,Asia,IT & Data
MAR_CAP_0878,6,Innovation Capability,3,Prototyping Capability,2.7,Retail,France,Europe,Staff
MAR_CAP_0879,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,Australia,Asia,Staff
MAR_CAP_0880,6,Innovation Capability,3,Prototyping Capability,3.3,Manufacturing,United States,Europe,Staff
MAR_CAP_0881,6,Innovation Capability,3,Prototyping Capability,2.8,Healthcare,United States,North America,Staff
MAR_CAP_0882,6,Innovation Capability,3,Prototyping Capability,3.8,Retail,Australia,Asia,Leadership
MAR_CAP_0883,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,Germany,Asia,IT & Data
MAR_CAP_0884,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,Germany,Europe,Management
MAR_CAP_0885,6,Innovation Capability,3,Prototyping Capability,3.5,Manufacturing,United States,Asia,Staff
MAR_CAP_0886,6,Innovation Capability,3,Prototyping Capability,2.9,Retail,France,North America,Staff
MAR_CAP_0887,6,Innovation Capability,3,Prototyping Capability,2.5,Financial Services,Australia,Europe,IT & Data
MAR_CAP_0888,6,Innovation Capability,3,Prototyping Capability,3.8,Manufacturing,United Kingdom,Europe,Management
MAR_CAP_0889,6,Innovation Capability,3,Prototyping Capability,3.7,Retail,Australia,North America,Leadership
MAR_CAP_0890,6,Innovation Capability,3,Prototyping Capability,2.8,Financial Services,United States,Africa,IT & Data
MAR_CAP_0891,6,Innovation Capability,3,Prototyping Capability,3.5,Retail,Australia,Africa,IT & Data
MAR_CAP_0892,6,Innovation Capability,3,Prototyping Capability,3.2,Healthcare,Canada,Europe,Management
MAR_CAP_0893,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,France,North America,Leadership
MAR_CAP_0894,6,Innovation Capability,3,Prototyping Capability,3.9,Healthcare,Australia,Asia,IT & Data
MAR_CAP_0895,6,Innovation Capability,3,Prototyping Capability,2.9,Financial Services,Canada,Africa,IT & Data
MAR_CAP_0896,6,Innovation Capability,3,Prototyping Capability,4.1,Manufacturing,France,Asia,Management
MAR_CAP_0897,6,Innovation Capability,3,Prototyping Capability,2.5,Technology,Canada,North America,IT & Data
MAR_CAP_0898,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,Germany,Europe,Staff
MAR_CAP_0899,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,France,Africa,Staff
MAR_CAP_0900,6,Innovation Capability,3,Prototyping Capability,2.3,Healthcare,France,Africa,Leadership
MAR_CAP_0901,6,Innovation Capability,3,Prototyping Capability,3.7,Technology,France,Africa,Leadership
MAR_CAP_0902,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,Germany,North America,Staff
MAR_CAP_0903,6,Innovation Capability,3,Prototyping Capability,2.8,Technology,Canada,Europe,Management
MAR_CAP_0904,6,Innovation Capability,3,Prototyping Capability,3.1,Retail,Canada,Africa,Staff
MAR_CAP_0905,6,Innovation Capability,3,Prototyping Capability,3.4,Financial Services,United Kingdom,Europe,Leadership
MAR_CAP_0906,6,Innovation Capability,3,Prototyping Capability,4.0,Financial Services,Australia,North America,IT & Data
MAR_CAP_0907,6,Innovation Capability,3,Prototyping Capability,3.4,Manufacturing,France,Europe,Management
MAR_CAP_0908,6,Innovation Capability,3,Prototyping Capability,2.8,Technology,Australia,Asia,Staff
MAR_CAP_0909,6,Innovation Capability,3,Prototyping Capability,2.7,Manufacturing,Germany,Africa,Leadership
MAR_CAP_0910,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,United Kingdom,Europe,IT & Data
MAR_CAP_0911,6,Innovation Capability,3,Prototyping Capability,3.4,Healthcare,Germany,Africa,Leadership
MAR_CAP_0912,6,Innovation Capability,3,Prototyping Capability,3.1,Manufacturing,Germany,North America,Leadership
MAR_CAP_0913,6,Innovation Capability,3,Prototyping Capability,3.2,Technology,United States,Africa,IT & Data
MAR_CAP_0914,6,Innovation Capability,3,Prototyping Capability,3.1,Technology,Germany,North America,Leadership
MAR_CAP_0915,6,Innovation Capability,3,Prototyping Capability,2.7,Manufacturing,Australia,Africa,Management
MAR_CAP_0916,6,Innovation Capability,3,Prototyping Capability,3.2,Manufacturing,United Kingdom,North America,Staff
MAR_CAP_0917,6,Innovation Capability,3,Prototyping Capability,2.7,Financial Services,Canada,North America,Leadership
MAR_CAP_0918,6,Innovation Capability,3,Prototyping Capability,3.2,Retail,United States,Africa,Staff
MAR_CAP_0919,6,Innovation Capability,3,Prototyping Capability,3.1,Retail,United States,Asia,Leadership
MAR_CAP_0920,6,Innovation Capability,3,Prototyping Capability,2.7,Technology,France,Asia,Staff
MAR_CAP_0921,6,Innovation Capability,3,Prototyping Capability,2.8,Manufacturing,Canada,North America,Management
MAR_CAP_0922,6,Innovation Capability,3,Prototyping Capability,3.1,Manufacturing,Australia,North America,Management
MAR_CAP_0923,6,Innovation Capability,3,Prototyping Capability,2.6,Financial Services,France,North America,Leadership
MAR_CAP_0924,6,Innovation Capability,3,Prototyping Capability,3.1,Healthcare,Australia,Africa,Management
MAR_CAP_0925,6,Innovation Capability,3,Prototyping Capability,3.9,Retail,United States,Europe,Leadership
MAR_CAP_0926,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,United Kingdom,North America,IT & Data
MAR_CAP_0927,6,Innovation Capability,3,Prototyping Capability,3.3,Technology,Germany,Africa,IT & Data
MAR_CAP_0928,6,Innovation Capability,3,Prototyping Capability,2.2,Financial Services,Australia,Europe,IT & Data
MAR_CAP_0929,6,Innovation Capability,3,Prototyping Capability,3.5,Financial Services,Canada,Africa,Management
MAR_CAP_0930,6,Innovation Capability,3,Prototyping Capability,2.9,Retail,United Kingdom,Asia,Leadership
MAR_CAP_0931,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,United Kingdom,North America,Leadership
MAR_CAP_0932,6,Innovation Capability,3,Prototyping Capability,3.8,Retail,France,Africa,IT & Data
MAR_CAP_0933,6,Innovation Capability,3,Prototyping Capability,3.0,Retail,United States,Africa,Staff
MAR_CAP_0934,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,Canada,North America,Staff
MAR_CAP_0935,6,Innovation Capability,3,Prototyping Capability,3.6,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0936,6,Innovation Capability,3,Prototyping Capability,2.5,Manufacturing,United States,Africa,Leadership
MAR_CAP_0937,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,Germany,Africa,Management
MAR_CAP_0938,6,Innovation Capability,3,Prototyping Capability,4.1,Technology,Germany,North America,IT & Data
MAR_CAP_0939,6,Innovation Capability,3,Prototyping Capability,3.1,Retail,United States,Africa,IT & Data
MAR_CAP_0940,6,Innovation Capability,3,Prototyping Capability,3.9,Manufacturing,Germany,Europe,Leadership
MAR_CAP_0941,6,Innovation Capability,3,Prototyping Capability,3.3,Retail,Germany,Asia,IT & Data
MAR_CAP_0942,6,Innovation Capability,3,Prototyping Capability,3.6,Healthcare,Germany,Africa,Leadership
MAR_CAP_0943,6,Innovation Capability,3,Prototyping Capability,2.5,Technology,United States,Europe,Management
MAR_CAP_0944,6,Innovation Capability,3,Prototyping Capability,2.8,Healthcare,France,North America,IT & Data
MAR_CAP_0945,6,Innovation Capability,3,Prototyping Capability,3.7,Healthcare,Germany,Africa,Management
MAR_CAP_0946,6,Innovation Capability,3,Prototyping Capability,2.9,Manufacturing,United States,Europe,Management
MAR_CAP_0947,6,Innovation Capability,3,Prototyping Capability,4.3,Manufacturing,United States,Asia,Staff
MAR_CAP_0948,6,Innovation Capability,3,Prototyping Capability,3.5,Manufacturing,Germany,Europe,Staff
MAR_CAP_0949,6,Innovation Capability,3,Prototyping Capability,3.0,Financial Services,Australia,Europe,Staff
MAR_CAP_0950,6,Innovation Capability,3,Prototyping Capability,3.5,Financial Services,Germany,Europe,Management
MAR_CAP_0951,6,Innovation Capability,3,Prototyping Capability,2.7,Retail,Australia,North America,Leadership
MAR_CAP_0952,6,Innovation Capability,3,Prototyping Capability,3.0,Financial Services,United Kingdom,Asia,Staff
MAR_CAP_0953,6,Innovation Capability,3,Prototyping Capability,3.2,Financial Services,United States,Asia,Staff
MAR_CAP_0954,6,Innovation Capability,3,Prototyping Capability,3.7,Manufacturing,Canada,Asia,IT & Data
MAR_CAP_0955,6,Innovation Capability,3,Prototyping Capability,3.6,Financial Services,United Kingdom,North America,IT & Data
MAR_CAP_0956,6,Innovation Capability,3,Prototyping Capability,4.2,Technology,United Kingdom,Europe,Leadership
MAR_CAP_0957,6,Innovation Capability,3,Prototyping Capability,3.0,Technology,Australia,Asia,Staff
MAR_CAP_0958,6,Innovation Capability,3,Prototyping Capability,3.3,Financial Services,France,Asia,Staff
MAR_CAP_0959,6,Innovation Capability,3,Prototyping Capability,3.1,Healthcare,Australia,Africa,IT & Data
MAR_CAP_0960,6,Innovation Capability,3,Prototyping Capability,3.1,Financial Services,United States,Asia,IT & Data
MAR_CAP_0961,6,Innovation Capability,3,Prototyping Capability,3.9,Financial Services,France,Africa,Staff
MAR_CAP_0962,6,Innovation Capability,3,Prototyping Capability,2.9,Technology,Australia,Africa,Staff
MAR_CAP_0963,6,Innovation Capability,3,Prototyping Capability,3.0,Healthcare,Canada,North America,Management
MAR_CAP_0964,6,Innovation Capability,3,Prototyping Capability,3.6,Retail,United States,Europe,Staff
MAR_CAP_0965,6,Innovation Capability,3,Prototyping Capability,3.7,Technology,United Kingdom,Europe,IT & Data
MAR_CAP_0966,6,Innovation Capability,3,Prototyping Capability,2.9,Technology,France,Asia,Management
MAR_CAP_0967,6,Innovation Capability,3,Prototyping Capability,3.4,Technology,France,North America,Staff
MAR_CAP_0968,6,Innovation Capability,3,Prototyping Capability,3.4,Financial Services,United States,North America,Management
MAR_CAP_0969,6,Innovation Capability,3,Prototyping Capability,3.2,Retail,France,Africa,IT & Data
MAR_CAP_0970,6,Innovation Capability,3,Prototyping Capability,3.0,Technology,Canada,North America,Leadership
MAR_CAP_0971,6,Innovation Capability,3,Prototyping Capability,2.7,Retail,Australia,North America,Leadership
MAR_CAP_0972,6,Innovation Capability,3,Prototyping Capability,2.8,Healthcare,United States,North America,Management
MAR_CAP_0973,6,Innovation Capability,3,Prototyping Capability,2.5,Technology,Germany,Europe,IT & Data
MAR_CAP_0974,6,Innovation Capability,3,Prototyping Capability,4.2,Technology,Canada,Africa,Leadership
MAR_CAP_0975,6,Innovation Capability,3,Prototyping Capability,3.7,Financial Services,Germany,North America,Leadership
MAR_CAP_0976,6,Innovation Capability,3,Prototyping Capability,3.3,Technology,United States,Europe,Staff
MAR_CAP_0977,6,Innovation Capability,3,Prototyping Capability,3.7,Technology,United Kingdom,Europe,Management
MAR_CAP_0978,6,Innovation Capability,3,Prototyping Capability,3.2,Manufacturing,United States,Europe,IT & Data
MAR_CAP_0979,6,Innovation Capability,3,Prototyping Capability,2.9,Financial Services,Germany,North America,Management
MAR_CAP_0980,6,Innovation Capability,3,Prototyping Capability,4.0,Financial Services,Germany,Asia,Staff
MAR_CAP_0981,6,Innovation Capability,3,Prototyping Capability,3.5,Retail,Australia,Asia,Leadership
MAR_CAP_0982,6,Innovation Capability,3,Prototyping Capability,3.3,Healthcare,France,Africa,Management
